,rank,rank_last_week,weeks_on_list,asterisk,dagger,primary_isbn10,primary_isbn13,publisher,description,price,title,author,contributor,contributor_note,book_image,book_image_width,book_image_height,amazon_product_url,age_group,book_review_link,first_chapter_link,sunday_review_link,article_chapter_link,isbns,buy_links,book_uri,bestsellers_date,display_name,list_name,list_name_encoded,published_date,updated
122,3,4,0,0,0,0593124960,9780593124963,Delacorte,,0.00,THE TWIN,Natasha Preston,by Natasha Preston,,https://storage.googleapis.com/du-prd/books/images/9780593124963.jpg,333,500,https://www.amazon.com/dp/0593124960?tag=NYTBSREV-20,,,,,,"[{'isbn10': '0593124960', 'isbn13': '9780593124963'}, {'isbn10': '0593124952', 'isbn13': '9780593124956'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/0593124960?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=THE+TWIN&author=Natasha+Preston'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780593124963'}, {'name': 'Books-A-Million', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FTHE%252BTWIN%252FNatasha%252BPreston%252F9780593124963&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DTHE%252BTWIN%252BNatasha%252BPreston'}, {'name': 'Bookshop', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9780593124963&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DTHE%2BTWIN'}, {'name': 'IndieBound', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9780593124963%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DTHE%2BTWIN%2BNatasha%2BPreston%26aff%3DNYT'}]",nyt://book/46f1e41a-d58b-5be9-add2-fc6e584fcacc,2020-05-02,Young Adult Paperback,Young Adult Paperback Monthly,young-adult-paperback-monthly,2020-05-17,MONTHLY
123,4,0,0,0,0,0525580069,9780525580065,Ember,,0.00,JUST MERCY,Bryan Stevenson,by Bryan Stevenson,,https://storage.googleapis.com/du-prd/books/images/9780593177044.jpg,330,495,https://www.amazon.com/Mercy-Movie-Adapted-Young-Adults/dp/0593177045?tag=NYTBSREV-20,,,,,,"[{'isbn10': '0525580069', 'isbn13': '9780525580065'}, {'isbn10': '0593177045', 'isbn13': '9780593177044'}, {'isbn10': '0525580034', 'isbn13': '9780525580034'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/Mercy-Movie-Adapted-Young-Adults/dp/0593177045?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=JUST+MERCY&author=Bryan+Stevenson'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780525580065'}, {'name': 'Books-A-Million', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FJUST%252BMERCY%252FBryan%252BStevenson%252F9780525580065&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DJUST%252BMERCY%252BBryan%252BStevenson'}, {'name': 'Bookshop', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9780525580065&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DJUST%2BMERCY'}, {'name': 'IndieBound', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9780525580065%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DJUST%2BMERCY%2BBryan%2BStevenson%26aff%3DNYT'}]",nyt://book/84c22ea0-1f27-55bc-894b-8e0267939f9b,2020-05-02,Young Adult Paperback,Young Adult Paperback Monthly,young-adult-paperback-monthly,2020-05-17,MONTHLY
124,5,5,0,0,0,133857602X,9781338576023,Scholastic,,0.00,FIVE NIGHTS AT FREDDY’S: FAZBEAR FRIGHTS: FETCH,"Scott Cawthon, Andrea Waggener and Carly Anne West","by Scott Cawthon, Andrea Waggener and Carly Anne West",,https://storage.googleapis.com/du-prd/books/images/9781338576023.jpg,333,500,https://www.amazon.com/dp/133857602X?tag=NYTBSREV-20,,,,,,[],"[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/133857602X?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=FIVE+NIGHTS+AT+FREDDY%E2%80%99S%3A+FAZBEAR+FRIGHTS%3A+FETCH&author=Scott+Cawthon%2C+Andrea+Waggener+and+Carly+Anne+West'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781338576023'}, {'name': 'Books-A-Million', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FFIVE%252BNIGHTS%252BAT%252BFREDDY%2525E2%252580%252599S%25253A%252BFAZBEAR%252BFRIGHTS%25253A%252BFETCH%252FScott%252BCawthon%25252C%252BAndrea%252BWaggener%252Band%252BCarly%252BAnne%252BWest%252F9781338576023&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DFIVE%252BNIGHTS%252BAT%252BFREDDY%2525E2%252580%252599S%25253A%252BFAZBEAR%252BFRIGHTS%25253A%252BFETCH%252BScott%252BCawthon%25252C%252BAndrea%252BWaggener%252Band%252BCarly%252BAnne%252BWest'}, {'name': 'Bookshop', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9781338576023&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DFIVE%2BNIGHTS%2BAT%2BFREDDY%25E2%2580%2599S%253A%2BFAZBEAR%2BFRIGHTS%253A%2BFETCH'}, {'name': 'IndieBound', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9781338576023%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DFIVE%2BNIGHTS%2BAT%2BFREDDY%25E2%2580%2599S%253A%2BFAZBEAR%2BFRIGHTS%253A%2BFETCH%2BScott%2BCawthon%252C%2BAndrea%2BWaggener%2Band%2BCarly%2BAnne%2BWest%26aff%3DNYT'}]",nyt://book/1dff7435-11f4-5202-adb5-57ad91174858,2020-05-02,Young Adult Paperback,Young Adult Paperback Monthly,young-adult-paperback-monthly,2020-05-17,MONTHLY
125,6,0,0,0,0,1451696191,9781451696196,MTV Books,,0.00,THE PERKS OF BEING A WALLFLOWER,Stephen Chbosky,by Stephen Chbosky,,https://storage.googleapis.com/du-prd/books/images/9781451696196.jpg,330,471,http://www.amazon.com/Perks-Being-Wallflower-Stephen-Chbosky/dp/1451696191?tag=NYTBSREV-20,,,,,,"[{'isbn10': '0671027344', 'isbn13': '9780671027346'}, {'isbn10': '1451696191', 'isbn13': '9781451696196'}, {'isbn10': '1439122431', 'isbn13': '9781439122433'}, {'isbn10': '1451696205', 'isbn13': '9781451696202'}, {'isbn10': '0613237528', 'isbn13': '9780613237529'}, {'isbn10': '1471118185', 'isbn13': '9781471118180'}, {'isbn10': '1982110996', 'isbn13': '9781982110994'}]","[{'name': 'Amazon', 'url': 'http://www.amazon.com/Perks-Being-Wallflower-Stephen-Chbosky/dp/1451696191?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=THE+PERKS+OF+BEING+A+WALLFLOWER&author=Stephen+Chbosky'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781451696196'}, {'name': 'Books-A-Million', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FTHE%252BPERKS%252BOF%252BBEING%252BA%252BWALLFLOWER%252FStephen%252BChbosky%252F9781451696196&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DTHE%252BPERKS%252BOF%252BBEING%252BA%252BWALLFLOWER%252BStephen%252BChbosky'}, {'name': 'Bookshop', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9781451696196&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DTHE%2BPERKS%2BOF%2BBEING%2BA%2BWALLFLOWER'}, {'name': 'IndieBound', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9781451696196%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DTHE%2BPERKS%2BOF%2BBEING%2BA%2BWALLFLOWER%2BStephen%2BChbosky%26aff%3DNYT'}]",nyt://book/8457f387-7c0b-5b80-aa0d-36e6e95e97e9,2020-05-02,Young Adult Paperback,Young Adult Paperback Monthly,young-adult-paperback-monthly,2020-05-17,MONTHLY
126,7,0,0,0,0,1338576011,9781338576016,Scholastic,,0.00,FIVE NIGHTS AT FREDDY’S: FAZBEAR FRIGHTS: INTO THE PIT,Scott Cawthon and Elley Cooper,by Scott Cawthon and Elley Cooper,,https://storage.googleapis.com/du-prd/books/images/9781338576016.jpg,333,500,https://www.amazon.com/dp/1338576011?tag=NYTBSREV-20,,,,,,[],"[{'name': 'Amazon', 'url': 'https://www.amazon.com/dp/1338576011?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=FIVE+NIGHTS+AT+FREDDY%E2%80%99S%3A+FAZBEAR+FRIGHTS%3A+INTO+THE+PIT&author=Scott+Cawthon+and+Elley+Cooper'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781338576016'}, {'name': 'Books-A-Million', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FFIVE%252BNIGHTS%252BAT%252BFREDDY%2525E2%252580%252599S%25253A%252BFAZBEAR%252BFRIGHTS%25253A%252BINTO%252BTHE%252BPIT%252FScott%252BCawthon%252Band%252BElley%252BCooper%252F9781338576016&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DFIVE%252BNIGHTS%252BAT%252BFREDDY%2525E2%252580%252599S%25253A%252BFAZBEAR%252BFRIGHTS%25253A%252BINTO%252BTHE%252BPIT%252BScott%252BCawthon%252Band%252BElley%252BCooper'}, {'name': 'Bookshop', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9781338576016&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DFIVE%2BNIGHTS%2BAT%2BFREDDY%25E2%2580%2599S%253A%2BFAZBEAR%2BFRIGHTS%253A%2BINTO%2BTHE%2BPIT'}, {'name': 'IndieBound', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9781338576016%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DFIVE%2BNIGHTS%2BAT%2BFREDDY%25E2%2580%2599S%253A%2BFAZBEAR%2BFRIGHTS%253A%2BINTO%2BTHE%2BPIT%2BScott%2BCawthon%2Band%2BElley%2BCooper%26aff%3DNYT'}]",nyt://book/3d322e5d-8c52-5a61-ada1-b11ce188c761,2020-05-02,Young Adult Paperback,Young Adult Paperback Monthly,young-adult-paperback-monthly,2020-05-17,MONTHLY
127,8,9,0,0,0,1524700517,9781524700515,Ember,,0.00,I AM NOT YOUR PERFECT MEXICAN DAUGHTER,Erika L Sánchez,by Erika L. Sánchez,,https://storage.googleapis.com/du-prd/books/images/9781524700485.jpg,328,495,https://www.amazon.com/Not-Your-Perfect-Mexican-Daughter/dp/1524700487?tag=NYTBSREV-20,,,,,,"[{'isbn10': '1524700487', 'isbn13': '9781524700485'}, {'isbn10': '1524700517', 'isbn13': '9781524700515'}, {'isbn10': '0593126173', 'isbn13': '9780593126172'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/Not-Your-Perfect-Mexican-Daughter/dp/1524700487?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=I+AM+NOT+YOUR+PERFECT+MEXICAN+DAUGHTER&author=Erika+L+S%C3%A1nchez'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9781524700515'}, {'name': 'Books-A-Million', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FI%252BAM%252BNOT%252BYOUR%252BPERFECT%252BMEXICAN%252BDAUGHTER%252FErika%252BL%252BS%2525C3%2525A1nchez%252F9781524700515&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DI%252BAM%252BNOT%252BYOUR%252BPERFECT%252BMEXICAN%252BDAUGHTER%252BErika%252BL%252BS%2525C3%2525A1nchez'}, {'name': 'Bookshop', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9781524700515&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DI%2BAM%2BNOT%2BYOUR%2BPERFECT%2BMEXICAN%2BDAUGHTER'}, {'name': 'IndieBound', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9781524700515%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DI%2BAM%2BNOT%2BYOUR%2BPERFECT%2BMEXICAN%2BDAUGHTER%2BErika%2BL%2BS%25C3%25A1nchez%26aff%3DNYT'}]",nyt://book/13cabaa0-df8a-5441-8bec-a0cdd89fc1d2,2020-05-02,Young Adult Paperback,Young Adult Paperback Monthly,young-adult-paperback-monthly,2020-05-17,MONTHLY
128,9,8,0,0,0,0553496719,9780553496710,Ember,,0.00,THE SUN IS ALSO A STAR,Nicola Yoon,by Nicola Yoon,,https://storage.googleapis.com/du-prd/books/images/9780553496680.jpg,328,495,https://www.amazon.com/Sun-Also-Star-Nicola-Yoon/dp/0553496689?tag=NYTBSREV-20,,,,,,"[{'isbn10': '0553496689', 'isbn13': '9780553496680'}, {'isbn10': '0553496697', 'isbn13': '9780553496697'}, {'isbn10': '0553496700', 'isbn13': '9780553496703'}, {'isbn10': '0553496719', 'isbn13': '9780553496710'}, {'isbn10': '1984849395', 'isbn13': '9781984849397'}, {'isbn10': '1524721395', 'isbn13': '9781524721398'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/Sun-Also-Star-Nicola-Yoon/dp/0553496689?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=THE+SUN+IS+ALSO+A+STAR&author=Nicola+Yoon'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780553496710'}, {'name': 'Books-A-Million', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FTHE%252BSUN%252BIS%252BALSO%252BA%252BSTAR%252FNicola%252BYoon%252F9780553496710&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DTHE%252BSUN%252BIS%252BALSO%252BA%252BSTAR%252BNicola%252BYoon'}, {'name': 'Bookshop', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9780553496710&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DTHE%2BSUN%2BIS%2BALSO%2BA%2BSTAR'}, {'name': 'IndieBound', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9780553496710%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DTHE%2BSUN%2BIS%2BALSO%2BA%2BSTAR%2BNicola%2BYoon%26aff%3DNYT'}]",nyt://book/c3732e65-eaa5-5c5e-b09f-99357e1d4eb8,2020-05-02,Young Adult Paperback,Young Adult Paperback Monthly,young-adult-paperback-monthly,2020-05-17,MONTHLY
129,10,0,0,0,0,0316522708,9780316522700,"Little, Brown",,0.00,INTERNMENT,Samira Ahmed,by Samira Ahmed,,https://storage.googleapis.com/du-prd/books/images/9780316522694.jpg,328,495,https://www.amazon.com/Internment-Samira-Ahmed/dp/0316522694?tag=NYTBSREV-20,,,,,,"[{'isbn10': '0316522694', 'isbn13': '9780316522694'}, {'isbn10': '0316522708', 'isbn13': '9780316522700'}]","[{'name': 'Amazon', 'url': 'https://www.amazon.com/Internment-Samira-Ahmed/dp/0316522694?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=INTERNMENT&author=Samira+Ahmed'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780316522700'}, {'name': 'Books-A-Million', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FINTERNMENT%252FSamira%252BAhmed%252F9780316522700&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DINTERNMENT%252BSamira%252BAhmed'}, {'name': 'Bookshop', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9780316522700&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DINTERNMENT'}, {'name': 'IndieBound', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9780316522700%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DINTERNMENT%2BSamira%2BAhmed%26aff%3DNYT'}]",nyt://book/f26e091f-1214-5488-b0aa-ba7490afaed2,2020-05-02,Young Adult Paperback,Young Adult Paperback Monthly,young-adult-paperback-monthly,2020-05-17,MONTHLY
130,1,3,0,0,0,0385755910,9780385755917,Ember,,0.00,ALL THE BRIGHT PLACES,Jennifer Niven,by Jennifer Niven,,https://storage.googleapis.com/du-prd/books/images/9780385755887.jpg,128,194,http://www.amazon.com/All-Bright-Places-Jennifer-Niven/dp/0385755880?tag=NYTBSREV-20,,,,https://www.nytimes.com/2015/01/18/books/review/jennifer-nivens-all-the-bright-places.html,,"[{'isbn10': '0385755880', 'isbn13': '9780385755887'}, {'isbn10': '0385755902', 'isbn13': '9780385755900'}, {'isbn10': '0385755910', 'isbn13': '9780385755917'}, {'isbn10': '0593118928', 'isbn13': '9780593118924'}]","[{'name': 'Amazon', 'url': 'http://www.amazon.com/All-Bright-Places-Jennifer-Niven/dp/0385755880?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=ALL+THE+BRIGHT+PLACES&author=Jennifer+Niven'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780385755917'}, {'name': 'Books-A-Million', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FALL%252BTHE%252BBRIGHT%252BPLACES%252FJennifer%252BNiven%252F9780385755917&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DALL%252BTHE%252BBRIGHT%252BPLACES%252BJennifer%252BNiven'}, {'name': 'Bookshop', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9780385755917&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DALL%2BTHE%2BBRIGHT%2BPLACES'}, {'name': 'IndieBound', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9780385755917%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DALL%2BTHE%2BBRIGHT%2BPLACES%2BJennifer%2BNiven%26aff%3DNYT'}]",nyt://book/324dd3f5-659b-5dff-8312-918f0e09fc8a,2020-03-28,Young Adult Paperback,Young Adult Paperback Monthly,young-adult-paperback-monthly,2020-04-12,MONTHLY
131,2,2,0,0,0,0385751532,9780385751537,Random House,,0.00,THE BOY IN THE STRIPED PAJAMAS,John Boyne,by John Boyne,,https://storage.googleapis.com/du-prd/books/images/9780385751537.jpg,321,495,http://www.amazon.com/Striped-Pajamas-Young-Readers-Choice/dp/0385751532?tag=NYTBSREV-20,,,,https://www.nytimes.com/2006/11/12/books/Scott.t.html,,"[{'isbn10': '0385751532', 'isbn13': '9780385751537'}, {'isbn10': '0385751893', 'isbn13': '9780385751896'}, {'isbn10': '0307494233', 'isbn13': '9780307494238'}, {'isbn10': '0385751060', 'isbn13': '9780385751063'}]","[{'name': 'Amazon', 'url': 'http://www.amazon.com/Striped-Pajamas-Young-Readers-Choice/dp/0385751532?tag=NYTBSREV-20'}, {'name': 'Apple Books', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/buy?title=THE+BOY+IN+THE+STRIPED+PAJAMAS&author=John+Boyne'}, {'name': 'Barnes and Noble', 'url': 'https://www.anrdoezrs.net/click-7990613-11819508?url=https%3A%2F%2Fwww.barnesandnoble.com%2Fw%2F%3Fean%3D9780385751537'}, {'name': 'Books-A-Million', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fp%252FTHE%252BBOY%252BIN%252BTHE%252BSTRIPED%252BPAJAMAS%252FJohn%252BBoyne%252F9780385751537&url2=https%3A%2F%2Fwww.anrdoezrs.net%2Fclick-7990613-35140%3Furl%3Dhttps%253A%252F%252Fwww.booksamillion.com%252Fsearch%253Fquery%253DTHE%252BBOY%252BIN%252BTHE%252BSTRIPED%252BPAJAMAS%252BJohn%252BBoyne'}, {'name': 'Bookshop', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fbookshop.org%2Fa%2F3546%2F9780385751537&url2=https%3A%2F%2Fbookshop.org%2Fbooks%3Fkeywords%3DTHE%2BBOY%2BIN%2BTHE%2BSTRIPED%2BPAJAMAS'}, {'name': 'IndieBound', 'url': 'https://du-gae-books-dot-nyt-du-prd.appspot.com/redirect?url1=https%3A%2F%2Fwww.indiebound.org%2Fbook%2F9780385751537%3Faff%3DNYT&url2=https%3A%2F%2Fwww.indiebound.org%2Fsearch%2Fbook%3Fkeys%3DTHE%2BBOY%2BIN%2BTHE%2BSTRIPED%2BPAJAMAS%2BJohn%2BBoyne%26aff%3DNYT'}]",nyt://book/f4a17e7a-ad4b-5b17-a24c-6cacd9ac2219,2020-03-28,Young Adult Paperback,Young Adult Paperback Monthly,young-adult-paperback-monthly,2020-04-12,MONTHLY
